product,date,min,max,avg
Chilli Green,2024-01-18,70.0,80.0,76.67
Chilli Green(Bullet),2024-01-18,80.0,90.0,86.67
Chilli Green(Machhe),2024-01-18,70.0,80.0,75.0
Capsicum,2024-01-18,90.0,100.0,95.0
Garlic Green,2024-01-18,120.0,150.0,135.0
Coriander Green,2024-01-18,140.0,160.0,152.5
Garlic Dry Chinese,2024-01-18,240.0,260.0,250.0
Garlic Dry Nepali,2024-01-18,260.0,280.0,270.0
Clive Green,2024-01-18,120.0,150.0,135.0
Fish Fresh(Rahu),2024-01-18,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-18,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-18,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-18,300.0,320.0,310.0
Tree Tomato,2024-01-18,120.0,130.0,125.0
Tomato Big(Nepali),2024-01-17,40.0,50.0,45.0
Tomato Big(Indian),2024-01-17,50.0,60.0,55.0
Tomato Small(Local),2024-01-17,18.0,25.0,21.6
Tomato Small(Tunnel),2024-01-17,20.0,30.0,25.0
Tomato Small(Terai),2024-01-17,25.0,35.0,30.0
Potato Red,2024-01-17,36.0,38.0,37.0
Potato Red(Indian),2024-01-17,30.0,32.0,31.0
Onion Dry (Indian),2024-01-17,80.0,85.0,82.5
Onion Dry (Chinese),2024-01-17,60.0,65.0,62.5
Carrot(Local),2024-01-17,35.0,45.0,40.0
Carrot(Terai),2024-01-17,28.0,35.0,31.0
Cabbage(Local),2024-01-17,30.0,40.0,35.0
Cabbage(Terai),2024-01-17,20.0,30.0,25.0
Cabbage,2024-01-17,20.0,30.0,25.0
Cauli Local,2024-01-17,40.0,50.0,45.0
Cauli Local(Jyapu),2024-01-17,50.0,60.0,55.0
Cauli Terai,2024-01-17,50.0,60.0,55.0
Raddish Red,2024-01-17,10.0,15.0,12.33
Raddish White(Local),2024-01-17,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-17,15.0,20.0,17.5
Brinjal Long,2024-01-17,40.0,50.0,45.0
Brinjal Round,2024-01-17,40.0,50.0,45.0
Cowpea(Short),2024-01-17,60.0,70.0,65.0
Green Peas,2024-01-17,80.0,100.0,88.0
French Bean(Local),2024-01-17,50.0,60.0,55.0
French Bean(Hybrid),2024-01-17,50.0,60.0,55.0
French Bean(Rajma),2024-01-17,70.0,80.0,76.67
Sword Bean,2024-01-17,40.0,50.0,45.0
Bitter Gourd,2024-01-17,120.0,140.0,128.0
Bottle Gourd,2024-01-17,60.0,70.0,66.67
Pumpkin,2024-01-17,40.0,50.0,45.0
Squash(Long),2024-01-17,40.0,50.0,45.0
Squash(Round),2024-01-17,50.0,60.0,55.0
Turnip,2024-01-17,70.0,80.0,76.67
Okara,2024-01-17,90.0,100.0,95.0
Sweet Potato,2024-01-17,70.0,80.0,76.67
Barela,2024-01-17,30.0,40.0,35.0
Arum,2024-01-17,70.0,80.0,76.67
Christophine,2024-01-17,30.0,40.0,35.0
Brd Leaf Mustard,2024-01-17,50.0,60.0,55.0
Spinach Leaf,2024-01-17,110.0,120.0,116.67
Cress Leaf,2024-01-17,110.0,120.0,116.67
Mustard Leaf,2024-01-17,40.0,50.0,46.67
Fenugreek Leaf,2024-01-17,110.0,120.0,116.67
Onion Green,2024-01-17,110.0,120.0,116.67
Bakula,2024-01-17,60.0,70.0,66.67
Yam,2024-01-17,70.0,80.0,76.67
Mushroom(Kanya),2024-01-17,140.0,160.0,150.0
Mushroom(Button),2024-01-17,300.0,350.0,325.0
Brocauli,2024-01-17,50.0,60.0,56.67
Sugarbeet,2024-01-17,70.0,80.0,76.67
Drumstick,2024-01-17,200.0,250.0,225.0
Red Cabbbage,2024-01-17,70.0,90.0,80.0
Lettuce,2024-01-17,80.0,90.0,86.67
Knolkhol,2024-01-17,50.0,60.0,56.67
Celery,2024-01-17,150.0,180.0,165.0
Parseley,2024-01-17,320.0,350.0,335.0
Fennel Leaf,2024-01-17,110.0,120.0,115.0
Mint,2024-01-17,320.0,350.0,335.0
Turnip A,2024-01-17,70.0,80.0,76.67
Tamarind,2024-01-17,140.0,150.0,146.67
Bamboo Shoot,2024-01-17,90.0,100.0,96.67
Tofu,2024-01-17,120.0,130.0,126.67
Gundruk,2024-01-17,250.0,300.0,275.0
Apple(Fuji),2024-01-17,300.0,330.0,315.0
Banana,2024-01-17,130.0,140.0,136.67
Lime,2024-01-17,120.0,140.0,130.0
Pomegranate,2024-01-17,280.0,300.0,290.0
Grapes(Green),2024-01-17,200.0,220.0,210.0
Grapes(Black),2024-01-17,300.0,350.0,325.0
Orange(Nepali),2024-01-17,110.0,130.0,120.0
Water Melon(Green),2024-01-17,60.0,70.0,66.67
Sweet Orange,2024-01-17,120.0,140.0,130.0
Mandarin,2024-01-17,220.0,250.0,235.0
Pineapple,2024-01-17,150.0,180.0,170.0
Cucumber(Local),2024-01-17,130.0,150.0,140.0
Cucumber(Hybrid),2024-01-17,40.0,50.0,45.0
Jack Fruit,2024-01-17,100.0,110.0,106.67
Lemon,2024-01-17,40.0,50.0,46.67
Pear(Chinese),2024-01-17,220.0,250.0,235.0
Papaya(Nepali),2024-01-17,60.0,70.0,66.67
Papaya(Indian),2024-01-17,70.0,80.0,76.67
Guava,2024-01-17,150.0,180.0,165.0
Mombin,2024-01-17,60.0,70.0,66.0
Kinnow,2024-01-17,120.0,140.0,130.0
Strawberry,2024-01-17,300.0,400.0,350.0
Kiwi,2024-01-17,300.0,350.0,325.0
Sarifa,2024-01-17,250.0,300.0,275.0
Avocado,2024-01-17,250.0,300.0,275.0
Amla,2024-01-17,70.0,80.0,76.67
Ginger,2024-01-17,150.0,170.0,160.0
Chilli Dry,2024-01-17,480.0,500.0,493.33
Chilli Green,2024-01-17,60.0,70.0,66.67
Chilli Green(Bullet),2024-01-17,70.0,80.0,75.0
Chilli Green(Machhe),2024-01-17,60.0,80.0,70.0
Capsicum,2024-01-17,100.0,120.0,110.0
Garlic Green,2024-01-17,120.0,130.0,126.67
Coriander Green,2024-01-17,120.0,160.0,146.0
Garlic Dry Chinese,2024-01-17,240.0,260.0,250.0
Garlic Dry Nepali,2024-01-17,260.0,280.0,270.0
Clive Green,2024-01-17,120.0,150.0,135.0
Fish Fresh(Rahu),2024-01-17,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-17,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-17,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-17,300.0,320.0,310.0
Tree Tomato,2024-01-17,100.0,120.0,113.33
Tomato Big(Nepali),2024-01-16,40.0,50.0,45.0
Tomato Big(Indian),2024-01-16,55.0,65.0,60.0
Tomato Small(Local),2024-01-16,15.0,22.0,18.4
Tomato Small(Tunnel),2024-01-16,20.0,28.0,23.6
Tomato Small(Terai),2024-01-16,20.0,30.0,25.0
Potato Red,2024-01-16,34.0,36.0,35.0
Potato Red(Indian),2024-01-16,30.0,32.0,31.0
Onion Dry (Indian),2024-01-16,80.0,85.0,82.4
Onion Dry (Chinese),2024-01-16,60.0,65.0,62.5
Carrot(Local),2024-01-16,35.0,40.0,38.33
Cabbage(Local),2024-01-16,30.0,40.0,35.0
Cabbage,2024-01-16,20.0,30.0,25.0
Cauli Local,2024-01-16,40.0,50.0,45.0
Cauli Local(Jyapu),2024-01-16,50.0,60.0,55.0
Cauli Terai,2024-01-16,50.0,55.0,52.5
Raddish Red,2024-01-16,10.0,15.0,12.5
Raddish White(Local),2024-01-16,10.0,15.0,12.33
Raddish White(Hybrid),2024-01-16,15.0,20.0,17.67
Brinjal Long,2024-01-16,40.0,50.0,46.67
Brinjal Round,2024-01-16,40.0,50.0,46.67
Green Peas,2024-01-16,80.0,90.0,85.0
French Bean(Local),2024-01-16,50.0,60.0,56.67
French Bean(Hybrid),2024-01-16,50.0,60.0,56.67
French Bean(Rajma),2024-01-16,60.0,70.0,66.67
Sword Bean,2024-01-16,50.0,60.0,55.0
Bitter Gourd,2024-01-16,120.0,140.0,127.5
Bottle Gourd,2024-01-16,60.0,70.0,65.0
Pumpkin,2024-01-16,40.0,50.0,45.0
Squash(Long),2024-01-16,40.0,50.0,45.0
Squash(Round),2024-01-16,40.0,50.0,45.0
Turnip,2024-01-16,70.0,80.0,75.0
Okara,2024-01-16,90.0,100.0,95.0
Sweet Potato,2024-01-16,70.0,80.0,76.67
Barela,2024-01-16,30.0,40.0,35.0
Arum,2024-01-16,70.0,80.0,75.0
Christophine,2024-01-16,40.0,50.0,45.0
Brd Leaf Mustard,2024-01-16,50.0,60.0,56.67
Spinach Leaf,2024-01-16,120.0,130.0,125.0
Cress Leaf,2024-01-16,120.0,130.0,125.0
Mustard Leaf,2024-01-16,40.0,50.0,45.0
Fenugreek Leaf,2024-01-16,120.0,130.0,125.0
Onion Green,2024-01-16,120.0,130.0,125.0
Bakula,2024-01-16,70.0,80.0,76.67
Yam,2024-01-16,50.0,60.0,55.0
Mushroom(Kanya),2024-01-16,130.0,160.0,144.0
Mushroom(Button),2024-01-16,300.0,350.0,325.0
Brocauli,2024-01-16,50.0,60.0,55.0
Sugarbeet,2024-01-16,70.0,80.0,75.0
Drumstick,2024-01-16,250.0,280.0,265.0
Red Cabbbage,2024-01-16,100.0,120.0,110.0
Lettuce,2024-01-16,80.0,90.0,85.0
Knolkhol,2024-01-16,50.0,60.0,55.0
Celery,2024-01-16,150.0,180.0,165.0
Parseley,2024-01-16,300.0,350.0,325.0
Fennel Leaf,2024-01-16,120.0,130.0,125.0
Mint,2024-01-16,300.0,350.0,325.0
Turnip A,2024-01-16,70.0,80.0,75.0
Tamarind,2024-01-16,140.0,150.0,146.67
Bamboo Shoot,2024-01-16,90.0,100.0,96.67
Tofu,2024-01-16,120.0,130.0,126.67
Gundruk,2024-01-16,250.0,300.0,275.0
Apple(Fuji),2024-01-16,300.0,330.0,315.0
Banana,2024-01-16,130.0,140.0,135.0
Lime,2024-01-16,120.0,140.0,130.0
Pomegranate,2024-01-16,250.0,300.0,275.0
Grapes(Green),2024-01-16,220.0,250.0,235.0
Grapes(Black),2024-01-16,320.0,350.0,335.0
Orange(Nepali),2024-01-16,120.0,140.0,130.0
Water Melon(Green),2024-01-16,60.0,70.0,65.0
Sweet Orange,2024-01-16,120.0,140.0,130.0
Mandarin,2024-01-16,220.0,250.0,235.0
Pineapple,2024-01-16,150.0,180.0,165.0
Cucumber(Hybrid),2024-01-16,40.0,50.0,45.0
Jack Fruit,2024-01-16,110.0,120.0,115.0
Lemon,2024-01-16,40.0,50.0,45.0
Pear(Chinese),2024-01-16,220.0,250.0,235.0
Papaya(Nepali),2024-01-16,60.0,70.0,66.67
Papaya(Indian),2024-01-16,70.0,80.0,76.67
Mombin,2024-01-16,60.0,70.0,66.67
Strawberry,2024-01-16,300.0,400.0,350.0
Kiwi,2024-01-16,300.0,400.0,350.0
Sarifa,2024-01-16,250.0,300.0,275.0
Avocado,2024-01-16,250.0,300.0,275.0
Amla,2024-01-16,80.0,90.0,85.0
Ginger,2024-01-16,150.0,160.0,156.67
Chilli Dry,2024-01-16,480.0,500.0,490.0
Chilli Green,2024-01-16,80.0,90.0,86.67
Chilli Green(Bullet),2024-01-16,80.0,90.0,86.67
Chilli Green(Machhe),2024-01-16,60.0,80.0,70.0
Capsicum,2024-01-16,90.0,100.0,95.0
Garlic Green,2024-01-16,120.0,140.0,130.0
Coriander Green,2024-01-16,150.0,200.0,175.0
Garlic Dry Chinese,2024-01-16,240.0,260.0,250.0
Garlic Dry Nepali,2024-01-16,260.0,280.0,270.0
Clive Green,2024-01-16,120.0,150.0,135.0
Fish Fresh(Rahu),2024-01-16,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-16,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-16,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-16,300.0,320.0,310.0
Tree Tomato,2024-01-16,80.0,90.0,86.67
Tomato Big(Nepali),2024-01-15,40.0,50.0,45.0
Tomato Big(Indian),2024-01-15,50.0,60.0,55.0
Tomato Small(Local),2024-01-15,15.0,20.0,17.5
Tomato Small(Tunnel),2024-01-15,20.0,25.0,22.67
Tomato Small(Terai),2024-01-15,20.0,30.0,25.0
Potato Red,2024-01-15,34.0,36.0,35.0
Potato Red(Indian),2024-01-15,28.0,30.0,29.0
Onion Dry (Indian),2024-01-15,80.0,85.0,82.5
Onion Dry (Chinese),2024-01-15,60.0,65.0,62.5
Carrot(Local),2024-01-15,30.0,40.0,35.0
Carrot(Terai),2024-01-15,28.0,35.0,31.0
Cabbage(Local),2024-01-15,25.0,35.0,30.0
Cabbage(Terai),2024-01-15,20.0,30.0,25.0
Cabbage,2024-01-15,20.0,30.0,25.0
Cauli Local,2024-01-15,30.0,40.0,35.0
Cauli Local(Jyapu),2024-01-15,40.0,50.0,45.0
Cauli Terai,2024-01-15,30.0,35.0,32.5
Raddish Red,2024-01-15,10.0,15.0,12.5
Raddish White(Local),2024-01-15,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-15,15.0,20.0,17.67
Brinjal Long,2024-01-15,40.0,50.0,45.0
Brinjal Round,2024-01-15,50.0,60.0,55.0
Cowpea(Short),2024-01-15,60.0,70.0,66.67
Green Peas,2024-01-15,90.0,100.0,95.0
French Bean(Local),2024-01-15,40.0,50.0,45.0
French Bean(Hybrid),2024-01-15,40.0,50.0,45.0
French Bean(Rajma),2024-01-15,70.0,80.0,76.67
Sword Bean,2024-01-15,30.0,40.0,35.0
Bitter Gourd,2024-01-15,120.0,130.0,125.0
Bottle Gourd,2024-01-15,60.0,70.0,66.67
Pumpkin,2024-01-15,40.0,50.0,45.0
Squash(Long),2024-01-15,35.0,45.0,40.0
Squash(Round),2024-01-15,40.0,50.0,45.0
Turnip,2024-01-15,70.0,80.0,76.67
Okara,2024-01-15,90.0,100.0,95.0
Sweet Potato,2024-01-15,70.0,80.0,76.67
Barela,2024-01-15,30.0,40.0,35.0
Arum,2024-01-15,60.0,70.0,66.67
Christophine,2024-01-15,40.0,50.0,45.0
Brd Leaf Mustard,2024-01-15,30.0,40.0,35.0
Spinach Leaf,2024-01-15,90.0,100.0,96.67
Cress Leaf,2024-01-15,90.0,100.0,96.67
Mustard Leaf,2024-01-15,40.0,50.0,46.67
Fenugreek Leaf,2024-01-15,90.0,100.0,96.67
Onion Green,2024-01-15,110.0,120.0,116.67
Bakula,2024-01-15,60.0,70.0,65.0
Yam,2024-01-15,40.0,50.0,46.67
Mushroom(Kanya),2024-01-15,130.0,160.0,148.0
Mushroom(Button),2024-01-15,340.0,380.0,360.0
Brocauli,2024-01-15,50.0,60.0,55.0
Sugarbeet,2024-01-15,70.0,80.0,76.67
Drumstick,2024-01-15,280.0,300.0,290.0
Red Cabbbage,2024-01-15,100.0,120.0,110.0
Lettuce,2024-01-15,80.0,90.0,86.67
Knolkhol,2024-01-15,40.0,45.0,42.5
Celery,2024-01-15,120.0,140.0,130.0
Parseley,2024-01-15,250.0,280.0,265.0
Fennel Leaf,2024-01-15,90.0,100.0,95.0
Mint,2024-01-15,250.0,280.0,265.0
Turnip A,2024-01-15,70.0,80.0,76.67
Tamarind,2024-01-15,140.0,150.0,146.67
Bamboo Shoot,2024-01-15,90.0,100.0,96.67
Tofu,2024-01-15,120.0,130.0,126.67
Gundruk,2024-01-15,250.0,300.0,275.0
Apple(Fuji),2024-01-15,300.0,330.0,315.0
Banana,2024-01-15,130.0,140.0,136.67
Lime,2024-01-15,120.0,140.0,130.0
Pomegranate,2024-01-15,250.0,300.0,275.0
Grapes(Green),2024-01-15,220.0,250.0,235.0
Grapes(Black),2024-01-15,320.0,350.0,335.0
Orange(Nepali),2024-01-15,110.0,130.0,120.0
Water Melon(Green),2024-01-15,60.0,70.0,66.67
Sweet Orange,2024-01-15,120.0,140.0,130.0
Mandarin,2024-01-15,220.0,250.0,235.0
Pineapple,2024-01-15,150.0,180.0,170.0
Cucumber(Local),2024-01-15,130.0,140.0,135.0
Cucumber(Hybrid),2024-01-15,35.0,45.0,40.0
Jack Fruit,2024-01-15,110.0,120.0,116.67
Lemon,2024-01-15,40.0,50.0,45.0
Pear(Chinese),2024-01-15,220.0,250.0,235.0
Papaya(Nepali),2024-01-15,60.0,70.0,66.67
Papaya(Indian),2024-01-15,70.0,80.0,76.67
Guava,2024-01-15,100.0,120.0,110.0
Mombin,2024-01-15,60.0,70.0,66.67
Kinnow,2024-01-15,120.0,130.0,125.0
Strawberry,2024-01-15,400.0,450.0,425.0
Kiwi,2024-01-15,300.0,350.0,325.0
Sarifa,2024-01-15,250.0,300.0,275.0
Avocado,2024-01-15,250.0,300.0,275.0
Amla,2024-01-15,80.0,90.0,85.0
Ginger,2024-01-15,150.0,160.0,156.67
Chilli Dry,2024-01-15,480.0,500.0,490.0
Chilli Green,2024-01-15,70.0,80.0,76.67
Chilli Green(Bullet),2024-01-15,70.0,80.0,76.67
Chilli Green(Machhe),2024-01-15,70.0,80.0,76.67
Capsicum,2024-01-15,90.0,100.0,96.67
Garlic Green,2024-01-15,120.0,140.0,130.0
Coriander Green,2024-01-15,120.0,150.0,140.0
Garlic Dry Chinese,2024-01-15,250.0,260.0,256.0
Garlic Dry Nepali,2024-01-15,260.0,280.0,270.0
Clive Green,2024-01-15,120.0,150.0,135.0
Fish Fresh(Rahu),2024-01-15,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-15,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-15,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-15,300.0,320.0,310.0
Tree Tomato,2024-01-15,80.0,90.0,86.67
Tomato Big(Nepali),2024-01-14,40.0,50.0,45.0
Tomato Big(Indian),2024-01-14,50.0,60.0,55.0
Tomato Small(Local),2024-01-14,10.0,15.0,12.33
Tomato Small(Tunnel),2024-01-14,15.0,25.0,19.5
Tomato Small(Terai),2024-01-14,20.0,30.0,25.0
Potato Red,2024-01-14,33.0,35.0,34.0
Potato Red(Indian),2024-01-14,28.0,30.0,29.0
Onion Dry (Indian),2024-01-14,80.0,85.0,82.33
Onion Dry (Chinese),2024-01-14,60.0,65.0,62.33
Carrot(Local),2024-01-14,45.0,50.0,47.67
Carrot(Terai),2024-01-14,30.0,40.0,35.0
Cabbage(Local),2024-01-14,25.0,35.0,30.0
Cabbage(Terai),2024-01-14,20.0,28.0,24.33
Cabbage,2024-01-14,20.0,25.0,22.33
Cauli Local,2024-01-14,25.0,35.0,29.5
Cauli Local(Jyapu),2024-01-14,35.0,45.0,40.0
Cauli Terai,2024-01-14,20.0,25.0,22.33
Raddish Red,2024-01-14,10.0,15.0,12.33
Raddish White(Local),2024-01-14,10.0,15.0,12.33
Raddish White(Hybrid),2024-01-14,15.0,20.0,17.67
Brinjal Long,2024-01-14,40.0,50.0,45.0
Brinjal Round,2024-01-14,50.0,60.0,55.0
Cowpea(Short),2024-01-14,60.0,70.0,65.0
Green Peas,2024-01-14,70.0,80.0,75.0
French Bean(Local),2024-01-14,40.0,50.0,45.0
French Bean(Hybrid),2024-01-14,40.0,50.0,45.0
French Bean(Rajma),2024-01-14,70.0,80.0,75.0
Sword Bean,2024-01-14,30.0,40.0,35.0
Bitter Gourd,2024-01-14,110.0,120.0,115.0
Bottle Gourd,2024-01-14,60.0,70.0,65.0
Pumpkin,2024-01-14,40.0,50.0,45.0
Squash(Long),2024-01-14,40.0,50.0,45.0
Squash(Round),2024-01-14,50.0,60.0,55.0
Turnip,2024-01-14,70.0,80.0,75.0
Okara,2024-01-14,90.0,100.0,95.0
Sweet Potato,2024-01-14,70.0,80.0,75.0
Barela,2024-01-14,30.0,40.0,35.0
Arum,2024-01-14,70.0,80.0,75.0
Christophine,2024-01-14,40.0,50.0,45.0
Brd Leaf Mustard,2024-01-14,40.0,50.0,45.0
Spinach Leaf,2024-01-14,100.0,110.0,105.0
Cress Leaf,2024-01-14,100.0,110.0,105.0
Mustard Leaf,2024-01-14,40.0,50.0,45.0
Fenugreek Leaf,2024-01-14,100.0,110.0,105.0
Onion Green,2024-01-14,90.0,100.0,95.0
Bakula,2024-01-14,60.0,70.0,65.0
Yam,2024-01-14,60.0,70.0,65.0
Mushroom(Kanya),2024-01-14,160.0,180.0,170.0
Mushroom(Button),2024-01-14,350.0,400.0,376.67
Brocauli,2024-01-14,50.0,60.0,55.0
Sugarbeet,2024-01-14,70.0,80.0,75.0
Red Cabbbage,2024-01-14,100.0,120.0,110.0
Lettuce,2024-01-14,100.0,110.0,105.0
Knolkhol,2024-01-14,40.0,50.0,45.0
Celery,2024-01-14,120.0,150.0,135.0
Parseley,2024-01-14,250.0,280.0,265.0
Fennel Leaf,2024-01-14,100.0,110.0,105.0
Mint,2024-01-14,250.0,280.0,265.0
Turnip A,2024-01-14,70.0,80.0,75.0
Tamarind,2024-01-14,140.0,150.0,145.0
Bamboo Shoot,2024-01-14,90.0,100.0,95.0
Tofu,2024-01-14,120.0,130.0,125.0
Gundruk,2024-01-14,250.0,300.0,275.0
Apple(Fuji),2024-01-14,300.0,330.0,315.0
Banana,2024-01-14,130.0,140.0,135.0
Lime,2024-01-14,120.0,150.0,133.33
Pomegranate,2024-01-14,250.0,300.0,275.0
Grapes(Green),2024-01-14,220.0,250.0,235.0
Grapes(Black),2024-01-14,320.0,350.0,335.0
Orange(Nepali),2024-01-14,120.0,130.0,125.0
Water Melon(Green),2024-01-14,60.0,70.0,65.0
Sweet Orange,2024-01-14,120.0,140.0,130.0
Mandarin,2024-01-14,220.0,250.0,235.0
Pineapple,2024-01-14,150.0,180.0,165.0
Cucumber(Local),2024-01-14,140.0,160.0,150.0
Cucumber(Hybrid),2024-01-14,50.0,60.0,55.0
Jack Fruit,2024-01-14,110.0,120.0,115.0
Lemon,2024-01-14,40.0,50.0,45.0
Pear(Chinese),2024-01-14,220.0,250.0,235.0
Papaya(Nepali),2024-01-14,60.0,70.0,65.0
Papaya(Indian),2024-01-14,70.0,80.0,75.0
Guava,2024-01-14,110.0,150.0,130.0
Mombin,2024-01-14,60.0,70.0,65.0
Kinnow,2024-01-14,120.0,140.0,130.0
Strawberry,2024-01-14,400.0,450.0,425.0
Kiwi,2024-01-14,300.0,350.0,325.0
Sarifa,2024-01-14,250.0,300.0,275.0
Avocado,2024-01-14,250.0,300.0,275.0
Amla,2024-01-14,70.0,80.0,75.0
Ginger,2024-01-14,150.0,160.0,155.0
Chilli Dry,2024-01-14,480.0,500.0,490.0
Chilli Green,2024-01-14,60.0,70.0,65.0
Chilli Green(Bullet),2024-01-14,60.0,70.0,65.0
Chilli Green(Machhe),2024-01-14,70.0,80.0,75.0
Capsicum,2024-01-14,90.0,100.0,95.0
Garlic Green,2024-01-14,110.0,120.0,115.0
Coriander Green,2024-01-14,140.0,150.0,145.0
Garlic Dry Chinese,2024-01-14,250.0,270.0,260.0
Garlic Dry Nepali,2024-01-14,260.0,280.0,270.0
Clive Green,2024-01-14,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-14,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-14,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-14,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-14,300.0,320.0,310.0
Tree Tomato,2024-01-14,80.0,90.0,85.0
Tomato Big(Nepali),2024-01-13,40.0,50.0,45.0
Tomato Big(Indian),2024-01-13,50.0,60.0,55.0
Tomato Small(Local),2024-01-13,10.0,15.0,13.0
Tomato Small(Tunnel),2024-01-13,14.0,20.0,17.2
Tomato Small(Terai),2024-01-13,20.0,30.0,25.0
Potato Red,2024-01-13,33.0,35.0,34.0
Potato Red(Indian),2024-01-13,28.0,30.0,29.0
Onion Dry (Indian),2024-01-13,80.0,85.0,82.0
Onion Dry (Chinese),2024-01-13,60.0,65.0,62.5
Carrot(Local),2024-01-13,30.0,40.0,34.0
Carrot(Terai),2024-01-13,25.0,30.0,27.5
Cabbage(Local),2024-01-13,25.0,35.0,30.0
Cabbage(Terai),2024-01-13,20.0,30.0,25.0
Cabbage,2024-01-13,20.0,30.0,25.0
Cauli Local,2024-01-13,25.0,35.0,30.0
Cauli Local(Jyapu),2024-01-13,35.0,45.0,40.0
Cauli Terai,2024-01-13,20.0,30.0,25.0
Raddish Red,2024-01-13,10.0,15.0,12.5
Raddish White(Local),2024-01-13,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-13,15.0,20.0,17.67
Brinjal Long,2024-01-13,35.0,45.0,40.0
Brinjal Round,2024-01-13,40.0,50.0,45.0
Cowpea(Short),2024-01-13,60.0,70.0,66.67
Green Peas,2024-01-13,70.0,80.0,75.0
French Bean(Local),2024-01-13,40.0,50.0,45.0
French Bean(Hybrid),2024-01-13,40.0,50.0,45.0
French Bean(Rajma),2024-01-13,80.0,90.0,86.67
Sword Bean,2024-01-13,30.0,40.0,35.0
Bitter Gourd,2024-01-13,110.0,120.0,115.0
Bottle Gourd,2024-01-13,60.0,70.0,66.67
Pumpkin,2024-01-13,40.0,50.0,45.0
Squash(Long),2024-01-13,40.0,50.0,45.0
Squash(Round),2024-01-13,40.0,50.0,45.0
Turnip,2024-01-13,70.0,80.0,76.67
Okara,2024-01-13,90.0,100.0,96.0
Sweet Potato,2024-01-13,70.0,80.0,75.0
Barela,2024-01-13,30.0,40.0,35.0
Arum,2024-01-13,70.0,80.0,76.67
Christophine,2024-01-13,45.0,55.0,50.0
Brd Leaf Mustard,2024-01-13,35.0,45.0,38.75
Spinach Leaf,2024-01-13,90.0,100.0,96.67
Cress Leaf,2024-01-13,90.0,100.0,96.67
Mustard Leaf,2024-01-13,40.0,50.0,46.67
Fenugreek Leaf,2024-01-13,90.0,100.0,96.67
Onion Green,2024-01-13,90.0,100.0,96.67
Bakula,2024-01-13,60.0,70.0,66.67
Yam,2024-01-13,70.0,80.0,75.0
Mushroom(Kanya),2024-01-13,140.0,170.0,154.0
Mushroom(Button),2024-01-13,350.0,380.0,365.0
Brocauli,2024-01-13,50.0,60.0,55.0
Sugarbeet,2024-01-13,70.0,80.0,76.67
Red Cabbbage,2024-01-13,100.0,120.0,110.0
Lettuce,2024-01-13,80.0,90.0,86.67
Knolkhol,2024-01-13,40.0,45.0,43.33
Celery,2024-01-13,120.0,150.0,135.0
Parseley,2024-01-13,250.0,280.0,265.0
Fennel Leaf,2024-01-13,90.0,100.0,95.0
Mint,2024-01-13,250.0,280.0,265.0
Turnip A,2024-01-13,70.0,80.0,76.67
Tamarind,2024-01-13,140.0,150.0,146.67
Bamboo Shoot,2024-01-13,90.0,100.0,96.67
Tofu,2024-01-13,120.0,130.0,126.67
Gundruk,2024-01-13,250.0,300.0,283.33
Apple(Fuji),2024-01-13,300.0,330.0,315.0
Banana,2024-01-13,130.0,140.0,135.0
Lime,2024-01-13,120.0,150.0,136.0
Pomegranate,2024-01-13,250.0,300.0,275.0
Grapes(Green),2024-01-13,220.0,250.0,235.0
Grapes(Black),2024-01-13,320.0,350.0,335.0
Orange(Nepali),2024-01-13,110.0,130.0,120.0
Water Melon(Green),2024-01-13,60.0,70.0,65.0
Sweet Orange,2024-01-13,120.0,140.0,133.33
Mandarin,2024-01-13,220.0,250.0,235.0
Pineapple,2024-01-13,150.0,180.0,165.0
Cucumber(Local),2024-01-13,100.0,110.0,105.0
Cucumber(Hybrid),2024-01-13,30.0,40.0,35.0
Jack Fruit,2024-01-13,110.0,120.0,115.0
Lemon,2024-01-13,40.0,50.0,45.0
Pear(Chinese),2024-01-13,220.0,250.0,235.0
Papaya(Nepali),2024-01-13,60.0,70.0,66.67
Papaya(Indian),2024-01-13,70.0,80.0,76.67
Guava,2024-01-13,100.0,150.0,125.0
Mombin,2024-01-13,60.0,70.0,65.0
Kinnow,2024-01-13,120.0,140.0,130.0
Strawberry,2024-01-13,400.0,450.0,425.0
Kiwi,2024-01-13,300.0,350.0,325.0
